,latitude,longitude,address
11487,31.370388,121.187891,31.370388-121.187891
11499,31.338059,121.289933,31.338059-121.289933
11614,31.390234,121.254572,31.390234-121.254572
11669,31.248587,121.277434,31.248587-121.277434
11711,31.311631,121.354326,31.311631-121.354326
11731,31.405792,121.489703,31.405792-121.489703
11745,31.346801,121.577398,31.346801-121.577398
11787,31.350616,121.589116,31.350616-121.589116
11812,31.342336,121.605688,31.342336-121.605688
11818,31.406426,121.476433,31.406426-121.476433
11823,31.285059,121.406807,31.285059-121.406807
11832,31.312069,121.172955,31.312069-121.172955
11845,31.209904,121.234203,31.209904-121.234203
11859,31.202075,121.187355,31.202075-121.187355
11928,31.358014,121.37617,31.358014-121.37617
11941,31.294057,121.171316,31.294057-121.171316
11944,31.344291,121.487858,31.344291-121.487858
12001,31.395694,121.391302,31.395694-121.391302
12002,31.395438,121.472743,31.395438-121.472743
12004,31.414938,121.486809,31.414938-121.486809
12011,31.355737,121.403678,31.355737-121.403678
12142,31.412982,121.496282,31.412982-121.496282
12189,31.388641,121.444174,31.388641-121.444174
12246,31.403259,121.447841,31.403259-121.447841
12277,31.371366,121.236234,31.371366-121.236234
12286,31.382812,121.242351,31.382812-121.242351
12325,31.365408,121.245027,31.365408-121.245027
12339,31.252264,121.38269,31.252264-121.38269
12370,31.280262,121.364633,31.280262-121.364633
12439,31.378631,121.277965,31.378631-121.277965
12458,31.39034,121.272165,31.39034-121.272165
12496,31.300545,121.170082,31.300545-121.170082
12511,31.319077,121.331853,31.319077-121.331853
12545,31.32712,121.254377,31.32712-121.254377
12583,31.301307,121.33124,31.301307-121.33124
12610,31.374842,121.264224,31.374842-121.264224
12619,31.373432,121.490334,31.373432-121.490334
12625,31.254534,121.34772,31.254534-121.34772
12658,31.456227,121.359857,31.456227-121.359857
12668,31.37273,121.546117,31.37273-121.546117
12669,31.42225,121.355698,31.42225-121.355698
12672,31.483764,121.274813,31.483764-121.274813
12675,31.492475,121.328439,31.492475-121.328439
12677,31.373346,121.135761,31.373346-121.135761
12685,31.467705,121.201637,31.467705-121.201637
12687,31.437104,121.31285,31.437104-121.31285
12690,31.365913,121.177965,31.365913-121.177965
12694,31.273276,121.1303,31.273276-121.1303
12719,31.274536,121.097082,31.274536-121.097082
12721,31.373175,121.438741,31.373175-121.438741
12740,31.289282,121.378597,31.289282-121.378597
12742,31.247519,121.322265,31.247519-121.322265
12845,31.242991,121.515376,31.242991-121.515376
12879,31.319501,121.584673,31.319501-121.584673
12893,31.268642,121.332479,31.268642-121.332479
12955,31.31724,121.237444,31.31724-121.237444
12986,31.371694,121.443832,31.371694-121.443832
13044,31.356868,121.555161,31.356868-121.555161
13046,31.299749,121.170321,31.299749-121.170321
13062,31.323113,121.616609,31.323113-121.616609
13076,31.290887,121.435064,31.290887-121.435064
13082,31.255173,121.403569,31.255173-121.403569
13093,31.348418,121.427796,31.348418-121.427796
13161,31.459469,121.412299,31.459469-121.412299
13170,31.395973,121.258897,31.395973-121.258897
13180,31.252495,121.390194,31.252495-121.390194
13208,31.364407,121.561457,31.364407-121.561457
13222,31.380093,121.517779,31.380093-121.517779
13232,31.378141,121.503801,31.378141-121.503801
13234,31.395915,121.363062,31.395915-121.363062
13267,31.273019,121.307617,31.273019-121.307617
13334,31.210033,121.405714,31.210033-121.405714
13348,31.301057,121.388942,31.301057-121.388942
13357,31.360948,121.595293,31.360948-121.595293
13361,31.341417,121.271089,31.341417-121.271089
13364,31.359311,121.310645,31.359311-121.310645
13376,31.231687,121.32576,31.231687-121.32576
13418,31.220809,121.305363,31.220809-121.305363
13443,31.267266,121.385292,31.267266-121.385292
13457,31.278808,121.419722,31.278808-121.419722
13467,31.355364,121.537096,31.355364-121.537096
13480,31.290434,121.425041,31.290434-121.425041
13491,31.250271,121.406561,31.250271-121.406561
13523,31.384186,121.484871,31.384186-121.484871
13549,31.327299,121.452936,31.327299-121.452936
13575,31.254912,121.371838,31.254912-121.371838
13592,31.434069,121.448741,31.434069-121.448741
13601,31.397749,121.267217,31.397749-121.267217
13602,31.4193,121.285094,31.4193-121.285094
13608,31.402828,121.48779,31.402828-121.48779
13618,31.423181,121.387917,31.423181-121.387917
13641,31.380359,121.304458,31.380359-121.304458
13642,31.364503,121.391608,31.364503-121.391608
13672,31.294885,121.244609,31.294885-121.244609
13688,31.353624,121.155902,31.353624-121.155902
13691,31.339114,121.321261,31.339114-121.321261
13728,31.261132,121.093167,31.261132-121.093167
13737,31.247155,121.23112,31.247155-121.23112
13779,31.269521,121.153127,31.269521-121.153127
13781,31.383625,121.268069,31.383625-121.268069
13783,31.326648,121.304442,31.326648-121.304442
13813,31.277512,121.287969,31.277512-121.287969
13918,31.32087,121.393055,31.32087-121.393055
13928,31.431346,121.222574,31.431346-121.222574
13929,31.284292,121.273506,31.284292-121.273506
13932,31.306306,121.28988,31.306306-121.28988
13933,31.301877,121.353206,31.301877-121.353206
13953,31.38336,121.420672,31.38336-121.420672
13958,31.205759,121.26316,31.205759-121.26316
14011,31.413754,121.202263,31.413754-121.202263
14019,31.400853,121.483671,31.400853-121.483671
14024,31.239726,121.139516,31.239726-121.139516
14038,31.280339,121.402957,31.280339-121.402957
14106,31.265326,121.394456,31.265326-121.394456
14128,31.410197,121.500761,31.410197-121.500761
14131,31.253394,121.389864,31.253394-121.389864
14158,31.452354,121.33861,31.452354-121.33861
14163,31.381763,121.301878,31.381763-121.301878
14197,31.268263,121.394134,31.268263-121.394134
14205,31.387389,121.431922,31.387389-121.431922
14231,30.948712,121.365593,30.948712-121.365593
14244,31.46933,121.246736,31.46933-121.246736
14252,31.429482,121.184088,31.429482-121.184088
14254,31.376717,121.539395,31.376717-121.539395
14277,31.286501,121.363758,31.286501-121.363758
14281,31.207125,121.299924,31.207125-121.299924
14294,31.430211,121.28239,31.430211-121.28239
14314,31.289489,121.341656,31.289489-121.341656
14319,31.230201,121.308739,31.230201-121.308739
14326,31.278478,121.420747,31.278478-121.420747
14328,31.456258,121.413525,31.456258-121.413525
14344,31.398623,121.409041,31.398623-121.409041
14345,31.282514,121.343407,31.282514-121.343407
14371,31.288777,121.390078,31.288777-121.390078
14399,31.340851,121.63262,31.340851-121.63262
14400,31.368461,121.372259,31.368461-121.372259
14441,31.396351,121.44222,31.396351-121.44222
14457,31.294155,121.418063,31.294155-121.418063
14479,31.417324,121.491388,31.417324-121.491388
14480,31.294194,121.316828,31.294194-121.316828
14490,31.450256,121.254671,31.450256-121.254671
14492,31.401391,121.463758,31.401391-121.463758
14500,31.23423,121.119889,31.23423-121.119889
14502,31.378285,121.436137,31.378285-121.436137
14584,31.219945,121.285654,31.219945-121.285654
14598,31.382497,121.548578,31.382497-121.548578
14612,31.270302,121.398224,31.270302-121.398224
14626,31.369006,121.25552,31.369006-121.25552
14629,31.230933,121.347295,31.230933-121.347295
14676,31.344675,121.443963,31.344675-121.443963
14725,30.796696,121.200272,30.796696-121.200272
14739,31.427978,121.433301,31.427978-121.433301
14742,31.214561,121.298904,31.214561-121.298904
14774,31.234004,121.276012,31.234004-121.276012
14781,31.344366,121.51915,31.344366-121.51915
14783,31.243338,121.253922,31.243338-121.253922
14787,31.260742,121.399188,31.260742-121.399188
14794,31.258677,121.392956,31.258677-121.392956
14802,31.397648,121.28551,31.397648-121.28551
14807,31.32899,121.323419,31.32899-121.323419
14823,31.260816,121.36983,31.260816-121.36983
14828,31.259267,121.369254,31.259267-121.369254
14829,31.272151,121.375814,31.272151-121.375814
14849,31.391131,121.251789,31.391131-121.251789
14851,31.236862,121.355595,31.236862-121.355595
14865,31.396658,121.496972,31.396658-121.496972
14900,39.612987,118.20604,39.612987-118.20604
14904,31.330908,121.45516,31.330908-121.45516
14916,31.255025,121.199554,31.255025-121.199554
14919,31.215347,121.134685,31.215347-121.134685
14921,31.265705,121.420959,31.265705-121.420959
14951,31.305269,121.397452,31.305269-121.397452
14958,31.351256,121.519123,31.351256-121.519123
14962,31.288583,121.428686,31.288583-121.428686
14969,31.318661,121.194317,31.318661-121.194317
14998,31.48259,121.348661,31.48259-121.348661
15001,31.43737,121.432451,31.43737-121.432451
15018,31.296405,121.392803,31.296405-121.392803
15038,31.274417,121.257132,31.274417-121.257132
15056,31.33775,121.306733,31.33775-121.306733
15076,31.331242,121.225906,31.331242-121.225906
15102,31.436148,121.224416,31.436148-121.224416
15103,31.221346,121.201454,31.221346-121.201454
15106,31.223175,121.184646,31.223175-121.184646
15118,31.459342,121.319364,31.459342-121.319364
15126,31.304081,121.326517,31.304081-121.326517
15130,31.274169,121.221302,31.274169-121.221302
15159,31.232095,121.20583,31.232095-121.20583
15182,31.333315,121.188402,31.333315-121.188402
15184,31.409644,121.303936,31.409644-121.303936
15188,31.370992,121.177459,31.370992-121.177459
15201,31.252877,121.148181,31.252877-121.148181
15206,31.344797,121.500999,31.344797-121.500999
15207,31.358748,121.52806,31.358748-121.52806
15210,31.441726,121.246593,31.441726-121.246593
15233,31.367578,121.31858,31.367578-121.31858
15257,31.3397,121.298473,31.3397-121.298473
15291,31.318695,121.410448,31.318695-121.410448
15300,31.254111,121.408424,31.254111-121.408424
15328,31.30048,121.469206,31.30048-121.469206
15329,31.288044,121.356098,31.288044-121.356098
15330,31.261563,121.376836,31.261563-121.376836
15352,31.293519,121.22306,31.293519-121.22306
15353,31.262048,121.458128,31.262048-121.458128
15365,31.486771,121.360405,31.486771-121.360405
15368,31.33454,121.46611,31.33454-121.46611
15376,31.382771,121.291756,31.382771-121.291756
15411,46.777465,131.812182,46.777465-131.812182
15416,31.332113,121.451373,31.332113-121.451373
15417,31.361645,121.475443,31.361645-121.475443
15452,31.28711,121.226904,31.28711-121.226904
15474,31.453478,121.256429,31.453478-121.256429
15480,31.294598,121.206157,31.294598-121.206157
15482,31.246059,121.362706,31.246059-121.362706
15528,31.32755,121.15343,31.32755-121.15343
15529,31.28915,121.229167,31.28915-121.229167
15539,31.36124,121.451839,31.36124-121.451839
15547,31.410089,121.244982,31.410089-121.244982
15558,31.456615,121.221022,31.456615-121.221022
15598,31.243709,121.197504,31.243709-121.197504
15599,31.127879,121.452728,31.127879-121.452728
15607,31.30092,121.16892,31.30092-121.16892
15615,31.387989,121.396749,31.387989-121.396749
15625,31.337637,121.446597,31.337637-121.446597
15637,31.444014,121.25661,31.444014-121.25661
15649,31.3691,121.415317,31.3691-121.415317
15675,31.24822,121.296297,31.24822-121.296297
15694,31.280857,121.169253,31.280857-121.169253
15710,31.292462,121.271212,31.292462-121.271212
15713,31.385543,121.469415,31.385543-121.469415
15719,31.227795,121.254172,31.227795-121.254172
15724,31.275331,121.286529,31.275331-121.286529
15725,31.262032,121.117499,31.262032-121.117499
15728,31.266413,121.351003,31.266413-121.351003
15731,31.335141,121.413142,31.335141-121.413142
15734,31.421831,121.349166,31.421831-121.349166
15735,31.410741,121.442349,31.410741-121.442349
15737,31.352538,121.490272,31.352538-121.490272
15757,31.235454,121.172523,31.235454-121.172523
15767,31.324375,121.433451,31.324375-121.433451
15770,31.221319,121.166272,31.221319-121.166272
15774,31.23593,121.220028,31.23593-121.220028
15784,31.294834,121.431554,31.294834-121.431554
15791,31.277484,121.382842,31.277484-121.382842
15797,31.396687,121.378844,31.396687-121.378844
15801,31.360977,121.444195,31.360977-121.444195
15815,31.425786,121.422506,31.425786-121.422506
15832,31.335151,121.590721,31.335151-121.590721
15851,31.292008,121.36941,31.292008-121.36941
15871,31.305433,121.435633,31.305433-121.435633
15875,31.312672,121.593011,31.312672-121.593011
15887,31.26604,121.399004,31.26604-121.399004
15907,31.297527,121.376,31.297527-121.376
15917,31.254166,121.224476,31.254166-121.224476
15939,31.360292,121.583955,31.360292-121.583955
15960,31.4163,121.496785,31.4163-121.496785
15964,31.432457,121.359456,31.432457-121.359456
15966,31.426865,121.351198,31.426865-121.351198
15969,31.281813,121.354285,31.281813-121.354285
15993,31.288102,121.122551,31.288102-121.122551
15995,31.267263,121.086225,31.267263-121.086225
16003,31.198836,121.215066,31.198836-121.215066
16025,31.412391,121.491247,31.412391-121.491247
16026,31.356238,121.568226,31.356238-121.568226
16057,31.366638,121.43543,31.366638-121.43543
16084,31.240412,121.147662,31.240412-121.147662
16089,31.370654,121.459272,31.370654-121.459272
16108,31.299851,121.163211,31.299851-121.163211
16113,31.257553,121.311711,31.257553-121.311711
16149,31.311763,121.21253,31.311763-121.21253
16164,31.312494,121.157796,31.312494-121.157796
16170,31.239319,121.265377,31.239319-121.265377
16189,31.300493,121.323029,31.300493-121.323029
16193,31.299874,121.298501,31.299874-121.298501
16201,31.324905,121.29416,31.324905-121.29416
16224,31.242078,121.331128,31.242078-121.331128
16225,31.414397,121.481621,31.414397-121.481621
16249,31.349748,121.506246,31.349748-121.506246
16269,31.224385,121.143509,31.224385-121.143509
16277,31.318258,121.167266,31.318258-121.167266
16279,31.30446,121.426575,31.30446-121.426575
16281,31.430745,121.187414,31.430745-121.187414
16285,31.303224,121.308726,31.303224-121.308726
16291,31.33876,121.437747,31.33876-121.437747
16310,31.323457,121.57815,31.323457-121.57815
16319,31.327488,121.437837,31.327488-121.437837
16331,31.253405,121.091261,31.253405-121.091261
16333,31.455174,121.413981,31.455174-121.413981
16367,31.379455,121.372876,31.379455-121.372876
16377,31.323091,121.364299,31.323091-121.364299
16413,31.29092,121.359453,31.29092-121.359453
16432,31.469563,121.384552,31.469563-121.384552
16436,31.260888,121.340352,31.260888-121.340352
16437,31.255582,121.363523,31.255582-121.363523
16443,31.402193,121.367083,31.402193-121.367083
16444,31.367392,121.276877,31.367392-121.276877
16445,31.292661,121.305822,31.292661-121.305822
16494,31.283733,121.149832,31.283733-121.149832
16501,31.284086,121.212427,31.284086-121.212427
16509,31.436901,121.294601,31.436901-121.294601
16511,31.318974,121.412838,31.318974-121.412838
16529,31.307142,121.362041,31.307142-121.362041
16549,31.184888,121.510295,31.184888-121.510295
16586,31.176978,121.499522,31.176978-121.499522
16629,31.256151,121.557845,31.256151-121.557845
16635,31.272659,121.601779,31.272659-121.601779
16639,31.163705,121.503747,31.163705-121.503747
16758,31.227167,121.633295,31.227167-121.633295
16765,31.214958,121.527054,31.214958-121.527054
16772,31.283403,121.541263,31.283403-121.541263
16776,31.250826,121.578689,31.250826-121.578689
16786,31.19868,121.485666,31.19868-121.485666
16791,31.222233,121.623547,31.222233-121.623547
16830,31.260959,121.562594,31.260959-121.562594
16845,31.204179,121.538588,31.204179-121.538588
16866,31.207679,121.489691,31.207679-121.489691
16889,31.211591,121.499553,31.211591-121.499553
16900,31.220416,121.529149,31.220416-121.529149
16914,31.254981,121.623923,31.254981-121.623923
16919,31.203031,121.443586,31.203031-121.443586
16949,31.273045,121.546148,31.273045-121.546148
16980,31.262756,121.625447,31.262756-121.625447
16996,31.202883,121.476296,31.202883-121.476296
17009,31.247688,121.528106,31.247688-121.528106
17017,31.211634,121.520845,31.211634-121.520845
17023,31.221201,121.497347,31.221201-121.497347
17025,31.208346,121.544892,31.208346-121.544892
17101,31.198048,121.604048,31.198048-121.604048
17117,31.217074,121.510123,31.217074-121.510123
17128,31.217682,121.499709,31.217682-121.499709
17141,31.27795,121.538718,31.27795-121.538718
17167,31.286632,121.552094,31.286632-121.552094
17187,31.2676,121.541803,31.2676-121.541803
17199,31.260217,121.525816,31.260217-121.525816
17224,31.242152,121.609858,31.242152-121.609858
17225,31.260165,121.541462,31.260165-121.541462
17252,31.213015,121.547755,31.213015-121.547755
17262,31.213061,121.483541,31.213061-121.483541
17269,31.221052,121.503967,31.221052-121.503967
17281,31.159756,121.525433,31.159756-121.525433
17292,30.884387,121.408648,30.884387-121.408648
17300,31.19107,121.554321,31.19107-121.554321
17346,31.203987,121.520591,31.203987-121.520591
17410,31.250332,121.594504,31.250332-121.594504
17456,31.262941,121.602924,31.262941-121.602924
17471,35.379598,116.072359,35.379598-116.072359
17642,31.177646,121.555355,31.177646-121.555355
17682,31.180763,121.476049,31.180763-121.476049
17709,31.181485,121.520026,31.181485-121.520026
17769,31.159667,121.515041,31.159667-121.515041
17794,31.174661,121.52822,31.174661-121.52822
17851,31.208384,121.466365,31.208384-121.466365
17876,31.202395,121.6278,31.202395-121.6278
17932,31.209424,121.530284,31.209424-121.530284
17933,31.217476,121.494788,31.217476-121.494788
17960,31.241739,121.537288,31.241739-121.537288
17961,31.224539,121.550163,31.224539-121.550163
17962,31.276616,121.593917,31.276616-121.593917
17963,31.208589,121.524447,31.208589-121.524447
17978,31.201966,121.545756,31.201966-121.545756
17979,31.224551,121.547983,31.224551-121.547983
17990,31.235847,121.536101,31.235847-121.536101
18004,31.228852,121.541643,31.228852-121.541643
18005,31.223114,121.522857,31.223114-121.522857
18009,31.25007,121.546845,31.25007-121.546845
18023,31.24641,121.548541,31.24641-121.548541
18030,31.209182,121.535827,31.209182-121.535827
18043,31.246527,121.534982,31.246527-121.534982
18092,31.238815,121.559352,31.238815-121.559352
18099,31.221662,121.539905,31.221662-121.539905
18109,31.20901,121.478403,31.20901-121.478403
18121,31.19124,121.507961,31.19124-121.507961
18123,31.26748,121.57859,31.26748-121.57859
18141,31.259633,121.594477,31.259633-121.594477
18188,31.258551,121.584794,31.258551-121.584794
18191,31.252105,121.56398,31.252105-121.56398
18238,31.211107,121.59082,31.211107-121.59082
18254,31.242157,121.568785,31.242157-121.568785
18296,31.231508,121.577691,31.231508-121.577691
18331,31.242948,121.608734,31.242948-121.608734
18342,31.216371,121.601926,31.216371-121.601926
18374,31.209644,121.56447,31.209644-121.56447
18422,31.187254,121.536259,31.187254-121.536259
18460,31.190301,121.566862,31.190301-121.566862
18494,31.209025,121.616514,31.209025-121.616514
18570,31.166408,121.569203,31.166408-121.569203
18621,31.170097,121.608906,31.170097-121.608906
18624,31.178278,121.606216,31.178278-121.606216
18635,31.270362,121.612773,31.270362-121.612773
18667,31.280348,121.592755,31.280348-121.592755
18670,31.263651,121.573401,31.263651-121.573401
18744,31.196266,121.537132,31.196266-121.537132
18781,31.256426,121.61001,31.256426-121.61001
18795,31.226966,121.53174,31.226966-121.53174
18814,31.215246,121.604329,31.215246-121.604329
18850,31.17762,121.511042,31.17762-121.511042
18865,31.16807,121.488657,31.16807-121.488657
18868,31.271819,121.546358,31.271819-121.546358
18870,31.230287,121.557116,31.230287-121.557116
18956,31.153746,121.504388,31.153746-121.504388
19019,31.218201,121.487151,31.218201-121.487151
19052,31.267478,121.5468,31.267478-121.5468
19059,31.213659,121.504661,31.213659-121.504661
19081,31.216752,121.476401,31.216752-121.476401
19099,31.269868,121.533249,31.269868-121.533249
19100,31.266679,121.539067,31.266679-121.539067
19113,31.210582,121.529652,31.210582-121.529652
19114,31.189701,121.543143,31.189701-121.543143
19127,31.150483,121.491401,31.150483-121.491401
19213,31.182483,121.5762,31.182483-121.5762
19250,31.204999,121.471193,31.204999-121.471193
19276,31.237022,121.546184,31.237022-121.546184
19305,31.214683,121.551574,31.214683-121.551574
19378,31.185065,121.503655,31.185065-121.503655
19382,31.254124,121.605142,31.254124-121.605142
19400,31.232729,121.566935,31.232729-121.566935
19432,31.28627,121.599397,31.28627-121.599397
19436,34.798608,116.090395,34.798608-116.090395
19437,31.182371,121.526439,31.182371-121.526439
19457,31.299261,121.578516,31.299261-121.578516
19539,31.294378,121.567937,31.294378-121.567937
19544,31.28023,121.543164,31.28023-121.543164
19557,31.217512,121.533844,31.217512-121.533844
19563,31.261924,121.568031,31.261924-121.568031
19569,31.214641,121.525998,31.214641-121.525998
19573,31.260903,121.618966,31.260903-121.618966
19580,31.21899,121.492002,31.21899-121.492002
19581,31.217249,121.504369,31.217249-121.504369
19582,31.218516,121.463689,31.218516-121.463689
19583,31.231468,121.537215,31.231468-121.537215
19588,31.221705,121.642288,31.221705-121.642288
19589,31.169796,121.52847,31.169796-121.52847
19597,31.233629,121.532011,31.233629-121.532011
19606,31.270626,121.5908,31.270626-121.5908
19647,31.257756,121.601633,31.257756-121.601633
19648,31.160199,121.557134,31.160199-121.557134
19673,31.248482,121.53958,31.248482-121.53958
19705,31.196135,121.558528,31.196135-121.558528
19726,31.233201,121.469528,31.233201-121.469528
19731,31.252241,121.57094,31.252241-121.57094
19751,31.19382,121.49524,31.19382-121.49524
19752,31.183857,121.637321,31.183857-121.637321
19850,31.264433,121.541398,31.264433-121.541398
19852,31.267737,121.529422,31.267737-121.529422
19854,31.348473,121.384381,31.348473-121.384381
19855,31.317512,121.404518,31.317512-121.404518
19857,31.281665,121.42621,31.281665-121.42621
19859,31.25372,121.437778,31.25372-121.437778
19861,31.244568,121.441817,31.244568-121.441817
19862,31.223107,121.454329,31.223107-121.454329
19863,31.157022,121.498865,31.157022-121.498865
19865,31.181629,121.510713,31.181629-121.510713
19866,31.193515,121.531662,31.193515-121.531662
19867,31.202262,121.564812,31.202262-121.564812
19868,31.264146,121.532591,31.264146-121.532591
19904,34.638922,119.467017,34.638922-119.467017
19915,31.281567,121.557955,31.281567-121.557955
19934,31.171101,121.507145,31.171101-121.507145
19990,31.179594,121.55951,31.179594-121.55951
20017,31.284042,121.583676,31.284042-121.583676
20038,31.201251,121.561484,31.201251-121.561484
20082,31.19183,121.59097,31.19183-121.59097
20084,31.159569,121.145966,31.159569-121.145966
20088,31.276178,121.553996,31.276178-121.553996
20126,31.224452,121.511537,31.224452-121.511537
20146,31.207205,121.482691,31.207205-121.482691
20236,31.205839,121.462046,31.205839-121.462046
20260,31.194792,121.466884,31.194792-121.466884
20264,31.21245,121.637072,31.21245-121.637072
20268,31.180897,121.463904,31.180897-121.463904
20275,31.166007,121.457766,31.166007-121.457766
20285,31.197656,121.463533,31.197656-121.463533
20301,31.190168,121.467092,31.190168-121.467092
20310,31.163339,121.469291,31.163339-121.469291
20314,31.210843,121.491168,31.210843-121.491168
20355,31.211641,121.474534,31.211641-121.474534
20357,31.168938,121.54333,31.168938-121.54333
20378,31.278028,121.583992,31.278028-121.583992
20380,31.235631,121.567852,31.235631-121.567852
20381,31.252485,121.549613,31.252485-121.549613
20383,31.219656,121.49234,31.219656-121.49234
20386,31.200719,121.519009,31.200719-121.519009
20388,31.215664,121.46829,31.215664-121.46829
20401,31.162111,121.566673,31.162111-121.566673
20403,31.211617,121.486703,31.211617-121.486703
20408,31.233151,121.530498,31.233151-121.530498
20409,31.270279,121.531241,31.270279-121.531241
20433,31.219133,121.524846,31.219133-121.524846
20437,31.239025,121.551622,31.239025-121.551622
20457,31.191818,121.538713,31.191818-121.538713
20461,31.218716,121.568667,31.218716-121.568667
20474,31.27369,121.537119,31.27369-121.537119
20480,31.16584,121.530742,31.16584-121.530742
20490,31.276315,121.564096,31.276315-121.564096
20495,31.266666,121.598298,31.266666-121.598298
20520,31.168296,121.588625,31.168296-121.588625
20526,31.145641,121.449009,31.145641-121.449009
20532,31.144653,121.478451,31.144653-121.478451
20544,31.232893,121.380242,31.232893-121.380242
20577,31.22135,121.391319,31.22135-121.391319
20583,31.217968,121.41467,31.217968-121.41467
20606,31.22258,121.428599,31.22258-121.428599
20642,31.201259,121.40143,31.201259-121.40143
20659,31.214115,121.406884,31.214115-121.406884
20667,31.201647,121.420098,31.201647-121.420098
20671,31.217237,121.432824,31.217237-121.432824
20680,31.209913,121.425292,31.209913-121.425292
20688,31.197114,121.442853,31.197114-121.442853
20707,31.19206,121.438501,31.19206-121.438501
20715,31.192975,121.449755,31.192975-121.449755
20724,31.197573,121.454035,31.197573-121.454035
20738,31.180175,121.422303,31.180175-121.422303
20755,31.172757,121.425965,31.172757-121.425965
20774,31.171686,121.441221,31.171686-121.441221
20799,31.197573,121.37641,31.197573-121.37641
20801,31.213728,121.386102,31.213728-121.386102
20835,31.186465,121.429887,31.186465-121.429887
20860,31.225318,121.437806,31.225318-121.437806
20864,31.236728,121.42407,31.236728-121.42407
20891,31.18026,121.406339,31.18026-121.406339
20900,31.185812,121.457923,31.185812-121.457923
20906,31.225831,121.412695,31.225831-121.412695
20916,31.213849,121.43028,31.213849-121.43028
20933,26.215115,109.744661,26.215115-109.744661
20967,31.218812,121.401309,31.218812-121.401309
20984,31.211485,121.403238,31.211485-121.403238
21007,31.17247,121.404203,31.17247-121.404203
21009,31.21852,121.44019,31.21852-121.44019
21023,31.211598,121.439406,31.211598-121.439406
21051,31.236991,121.441554,31.236991-121.441554
21053,31.230109,121.434393,31.230109-121.434393
21071,31.163393,121.381735,31.163393-121.381735
21111,31.190389,121.457678,31.190389-121.457678
21134,31.233973,121.41641,31.233973-121.41641
21175,31.2355,121.417315,31.2355-121.417315
21245,31.174287,121.435995,31.174287-121.435995
21250,31.231663,121.428471,31.231663-121.428471
21251,31.212718,121.447853,31.212718-121.447853
21275,31.203473,121.445984,31.203473-121.445984
21297,31.148773,121.387158,31.148773-121.387158
21334,31.222272,121.438997,31.222272-121.438997
21338,31.182198,121.390214,31.182198-121.390214
21350,31.16346,121.405127,31.16346-121.405127
21389,31.19332,121.430385,31.19332-121.430385
21418,31.146311,121.399951,31.146311-121.399951
21517,31.145439,121.417433,31.145439-121.417433
21614,31.157677,121.424531,31.157677-121.424531
21640,31.191847,121.381117,31.191847-121.381117
21671,31.155349,121.375527,31.155349-121.375527
21676,31.209872,121.409627,31.209872-121.409627
21680,31.151539,121.41109,31.151539-121.41109
21738,31.177858,121.346956,31.177858-121.346956
21762,31.150662,121.434931,31.150662-121.434931
21773,31.200249,121.443811,31.200249-121.443811
21786,31.166365,121.419792,31.166365-121.419792
21791,31.224226,121.43839,31.224226-121.43839
21904,31.201303,121.434409,31.201303-121.434409
21923,31.219533,121.427561,31.219533-121.427561
21924,31.168853,121.394657,31.168853-121.394657
21937,31.174203,121.431404,31.174203-121.431404
21953,31.183323,121.447822,31.183323-121.447822
21992,31.186057,121.44872,31.186057-121.44872
21995,31.249162,121.487899,31.249162-121.487899
22010,31.159304,121.358718,31.159304-121.358718
22073,31.158202,121.389411,31.158202-121.389411
22097,31.182189,121.394088,31.182189-121.394088
22104,31.177169,121.445517,31.177169-121.445517
22123,31.173163,121.356571,31.173163-121.356571
22138,31.163432,121.354451,31.163432-121.354451
22235,31.189723,121.356104,31.189723-121.356104
22236,31.157241,121.418919,31.157241-121.418919
22290,31.197909,121.426542,31.197909-121.426542
22323,31.182415,121.381272,31.182415-121.381272
22370,31.17023,121.337413,31.17023-121.337413
22451,31.236405,121.432864,31.236405-121.432864
22461,31.194928,121.366998,31.194928-121.366998
22465,31.195613,121.40425,31.195613-121.40425
22478,31.134548,121.39095,31.134548-121.39095
22528,31.159704,121.457647,31.159704-121.457647
22555,31.194567,121.453929,31.194567-121.453929
22562,31.179835,121.429502,31.179835-121.429502
22597,31.193409,121.393885,31.193409-121.393885
22626,31.201965,121.452457,31.201965-121.452457
22641,31.191702,121.449143,31.191702-121.449143
22642,31.299799,121.530915,31.299799-121.530915
22643,31.186628,121.372116,31.186628-121.372116
22651,31.200432,121.447381,31.200432-121.447381
22655,31.174748,121.39247,31.174748-121.39247
22656,31.195139,121.385973,31.195139-121.385973
22684,31.201064,121.438699,31.201064-121.438699
22691,38.052584,114.484137,38.052584-114.484137
22726,31.148334,121.420448,31.148334-121.420448
22727,31.205813,121.413544,31.205813-121.413544
22745,31.216359,121.397227,31.216359-121.397227
22820,31.236856,121.40554,31.236856-121.40554
22865,31.19143,121.411411,31.19143-121.411411
22885,31.220434,121.408625,31.220434-121.408625
22901,31.209598,121.437679,31.209598-121.437679
22902,31.195131,121.418788,31.195131-121.418788
22906,31.213701,121.41802,31.213701-121.41802
22919,31.184883,121.430689,31.184883-121.430689
22927,31.231369,121.403139,31.231369-121.403139
22928,31.161066,121.354642,31.161066-121.354642
22929,31.22255,121.440445,31.22255-121.440445
22941,31.203978,121.423912,31.203978-121.423912
22985,31.190185,121.443475,31.190185-121.443475
23041,31.134917,121.334281,31.134917-121.334281
23042,31.126777,121.367557,31.126777-121.367557
